AccountNumber,TaxMap,GPIN,LUC,Total Land,Land Unit Type,CurYr_LandMarketValue,CurYr_LandUseValue,CurYr_AgricultCredit,CurYr_BuildingValue,CurYr_SFYIValue,CurYr_MarketValue,PrevYr_LandMarketValue,PrevYr_LandUseValue,PrevYr_agricultCredit,PrevYr_BuildingValue,PrevYr_SFYIValue,PrevYr_MarketValue,Description,Full description,,,
17986,51-1-0-56-A,6735-88-1583,SNGL FAM SUB,5.25,AC,64700,62100,2600,0,0,64700,63500,61200,2300,0,0,63500,A1,AG/GEN,,,
17987,51-1-0-56-B,6735-88-5435,SNGL FAM SUB,5.25,AC,64700,62100,2600,0,0,64700,63500,61200,2300,0,0,63500,A1,AG/GEN,,,
17990,62-40-0-1-0,7704-84-6973,SNGL FAM URB,0.29,AC,126000,0,126000,344700,0,470700,115000,0,115000,325600,0,440600,RPUD,RES/PUD,,,
17991,62-40-0-2-0,7704-84-7954,SNGL FAM URB,0.31,AC,126000,0,126000,329800,0,455800,115000,0,115000,312500,0,427500,RPUD,RES/PUD,,,
17992,62-40-0-3-0,7704-84-8945,SNGL FAM URB,0.29,AC,126000,0,126000,382100,0,508100,115000,0,115000,360900,0,475900,RPUD,RES/PUD,,,
17993,62-40-0-4-0,7704-84-9927,SNGL FAM URB,0.31,AC,126000,0,126000,387600,0,513600,115000,0,115000,366500,0,481500,RPUD,RES/PUD,,,
17994,62-40-0-5-0,7704-85-8161,SNGL FAM URB,0.25,AC,126000,0,126000,430800,0,556800,115000,0,115000,419900,0,534900,RPUD,RES/PUD,,,
17995,62-40-0-6-0,7704-85-8159,SNGL FAM URB,0.25,AC,126000,0,126000,329200,0,455200,115000,0,115000,311500,0,426500,RPUD,RES/PUD,,,
17996,62-40-0-7-0,7704-85-8277,SNGL FAM URB,0.26,AC,126000,0,126000,369100,0,495100,115000,0,115000,350600,0,465600,RPUD,RES/PUD,,,
17997,62-40-0-8-0,7704-85-8397,SNGL FAM URB,0.3,AC,126000,0,126000,368200,0,494200,115000,0,115000,348000,0,463000,RPUD,RES/PUD,,,
17998,62-40-0-9-0,7704-95-0346,SNGL FAM URB,0.32,AC,126000,0,126000,383600,0,509600,115000,0,115000,362300,0,477300,RPUD,RES/PUD,,,
17999,62-40-0-10-0,7704-95-0266,SNGL FAM URB,0.23,AC,126000,0,126000,340800,4400,471200,115000,0,115000,322900,3600,441500,RPUD,RES/PUD,,,
18000,62-40-0-11-0,7704-95-0149,SNGL FAM URB,0.25,AC,126000,0,126000,425100,0,551100,115000,0,115000,407200,0,522200,RPUD,RES/PUD,,,
18001,62-40-0-12-0,7704-95-0141,SNGL FAM URB,0.23,AC,126000,0,126000,460000,0,586000,115000,0,115000,440300,0,555300,RPUD,RES/PUD,,,
18002,62-40-0-13-0,7704-95-0063,SNGL FAM URB,0.23,AC,126000,0,126000,437300,0,563300,115000,0,115000,428200,0,543200,RPUD,RES/PUD,,,
18003,62-40-0-14-0,7704-94-0985,SNGL FAM URB,0.24,AC,126000,0,126000,423700,0,549700,115000,0,115000,405900,0,520900,RPUD,RES/PUD,,,
18004,62-40-0-15-0,7704-94-2943,SNGL FAM URB,0.23,AC,126000,0,126000,379500,0,505500,115000,0,115000,358800,0,473800,RPUD,RES/PUD,,,
18005,62-40-0-16-0,7704-95-2031,SNGL FAM URB,0.25,AC,126000,0,126000,371400,0,497400,115000,0,115000,351300,0,466300,RPUD,RES/PUD,,,
18006,62-40-0-17-0,7704-95-2110,SNGL FAM URB,0.29,AC,126000,0,126000,421800,0,547800,115000,0,115000,395900,0,510900,RPUD,RES/PUD,,,
18007,62-40-0-18-0,7704-95-1199,SNGL FAM URB,0.26,AC,126000,0,126000,427900,0,553900,115000,0,115000,415400,0,530400,RPUD,RES/PUD,,,
18008,62-40-0-19-0,7704-95-2267,SNGL FAM URB,0.28,AC,126000,0,126000,413800,0,539800,115000,0,115000,394200,0,509200,RPUD,RES/PUD,,,
18009,62-40-0-20-0,7704-95-3276,SNGL FAM URB,0.3,AC,126000,0,126000,478300,0,604300,115000,0,115000,466700,0,581700,RPUD,RES/PUD,,,
18010,62-40-0-21-0,7704-95-4106,SNGL FAM URB,0.26,AC,126000,0,126000,367400,0,493400,115000,0,115000,346900,0,461900,RPUD,RES/PUD,,,
18011,62-40-0-22-0,7704-95-4008,SNGL FAM URB,0.24,AC,126000,0,126000,333300,0,459300,115000,0,115000,315000,0,430000,RPUD,RES/PUD,,,
18012,62-40-0-23-0,7704-95-4000,SNGL FAM URB,0.23,AC,126000,0,126000,365200,0,491200,115000,0,115000,338200,0,453200,RPUD,RES/PUD,,,
18013,62-40-0-24-0,7704-94-4902,SNGL FAM URB,0.23,AC,126000,0,126000,375500,0,501500,115000,0,115000,355500,0,470500,RPUD,RES/PUD,,,
18014,62-40-0-25-0,7704-94-3875,SNGL FAM URB,0.22,AC,126000,0,126000,336200,0,462200,115000,0,115000,317600,0,432600,RPUD,RES/PUD,,,
18015,62-40-0-26-0,7704-94-4789,SNGL FAM URB,0.22,AC,126000,0,126000,473400,0,599400,115000,0,115000,462800,0,577800,RPUD,RES/PUD,,,
18016,62-40-0-27-0,7704-94-5766,SNGL FAM URB,0.26,AC,126000,0,126000,380300,0,506300,115000,0,115000,359200,0,474200,RPUD,RES/PUD,,,
18017,62-40-0-28-0,7704-94-5696,SNGL FAM URB,0.29,AC,126000,0,126000,354500,0,480500,115000,0,115000,334500,0,449500,RPUD,RES/PUD,,,
18018,62-40-0-29-0,7704-94-5519,SNGL FAM URB,0.24,AC,126000,0,126000,378300,0,504300,115000,0,115000,357500,0,472500,RPUD,RES/PUD,,,
18019,62-40-0-30-0,7704-94-4529,SNGL FAM URB,0.21,AC,126000,0,126000,348600,0,474600,115000,0,115000,329700,0,444700,RPUD,RES/PUD,,,
18020,62-40-0-31-0,7704-94-3675,SNGL FAM URB,0.22,AC,126000,0,126000,344500,0,470500,115000,0,115000,325800,0,440800,RPUD,RES/PUD,,,
18021,62-40-0-32-0,7704-94-3720,SNGL FAM URB,0.21,AC,126000,0,126000,359500,0,485500,115000,0,115000,340100,0,455100,RPUD,RES/PUD,,,
18022,62-40-0-33-0,7704-94-2764,SNGL FAM URB,0.21,AC,126000,0,126000,386800,0,512800,115000,0,115000,366700,0,481700,RPUD,RES/PUD,,,
18023,62-40-0-34-0,7704-94-2708,SNGL FAM URB,0.24,AC,126000,0,126000,391600,0,517600,115000,0,115000,370200,0,485200,RPUD,RES/PUD,,,
18024,62-40-0-35-0,7704-94-1821,SNGL FAM URB,0.24,AC,126000,0,126000,351400,0,477400,115000,0,115000,332000,0,447000,RPUD,RES/PUD,,,
18025,62-40-0-36-0,7704-94-0841,SNGL FAM URB,0.23,AC,126000,0,126000,354200,0,480200,115000,0,115000,335000,0,450000,RPUD,RES/PUD,,,
18026,62-40-0-37-0,7704-84-9769,SNGL FAM URB,0.22,AC,126000,0,126000,340500,0,466500,115000,0,115000,312000,0,427000,RPUD,RES/PUD,,,
18027,62-40-0-38-0,7704-84-8788,SNGL FAM URB,0.26,AC,126000,0,126000,355200,0,481200,115000,0,115000,335500,0,450500,RPUD,RES/PUD,,,
18028,62-40-0-39-0,7704-84-9696,SNGL FAM URB,0.31,AC,126000,0,126000,340000,0,466000,115000,0,115000,323000,0,438000,RPUD,RES/PUD,,,
18029,62-40-0-40-0,7704-94-1606,SNGL FAM URB,0.27,AC,126000,0,126000,472800,0,598800,115000,0,115000,448300,0,563300,RPUD,RES/PUD,,,
18030,62-40-0-41-0,7704-94-1567,SNGL FAM URB,0.29,AC,126000,0,126000,376300,0,502300,115000,0,115000,344000,0,459000,RPUD,RES/PUD,,,
18031,62-40-0-42-0,7704-94-1427,SNGL FAM URB,0.28,AC,126000,0,126000,372700,0,498700,115000,0,115000,353200,0,468200,RPUD,RES/PUD,,,
18032,62-40-0-43-0,7704-94-0424,SNGL FAM URB,0.29,AC,126000,0,126000,383800,0,509800,115000,0,115000,362700,0,477700,RPUD,RES/PUD,,,
18033,62-40-0-44-0,7704-84-9459,SNGL FAM URB,0.23,AC,126000,0,126000,368200,0,494200,115000,0,115000,348000,0,463000,RPUD,RES/PUD,,,
18034,62-40-0-45-0,7704-84-8583,SNGL FAM URB,0.25,AC,126000,0,126000,353900,0,479900,115000,0,115000,334800,0,449800,RPUD,RES/PUD,,,
18035,62-40-0-46-0,7704-84-8518,SNGL FAM URB,0.3,AC,126000,0,126000,329800,0,455800,115000,0,115000,312400,0,427400,RPUD,RES/PUD,,,
18036,62-40-0-47-0,7704-84-7664,SNGL FAM URB,0.3,AC,126000,0,126000,321100,0,447100,115000,0,115000,304400,0,419400,RPUD,RES/PUD,,,
18037,62-40-0-48-0,7704-84-7744,SNGL FAM URB,0.31,AC,126000,0,126000,365100,0,491100,115000,0,115000,345100,0,460100,RPUD,RES/PUD,,,
18038,62-40-0-49-0,7704-84-6741,SNGL FAM URB,0.4,AC,126000,0,126000,339200,0,465200,115000,0,115000,301200,0,416200,RPUD,RES/PUD,,,
18039,62-40-0-50-0,7704-84-5774,SNGL FAM URB,0.24,AC,126000,0,126000,388100,0,514100,115000,0,115000,365700,0,480700,RPUD,RES/PUD,,,
18041,62-40-0-A-0,7704-94-1865,Cmn Area/Open Spc,20.25,AC,0,0,0,0,0,0,0,0,0,0,0,0,RPUD,RES/PUD,,,
18042,28-1-0-78-C,6739-25-9696,SNGL FAM SUB,4,AC,67500,0,67500,84800,1500,153800,68100,0,68100,70800,1500,140400,A1,AG/GEN,,,
18043,50-10-0-1-0,6726-15-3585,SNGL FAM SUB,2.182,AC,45400,0,45400,0,0,45400,44500,0,44500,0,0,44500,A1,AG/GEN,,,
18044,50-10-0-2-0,6726-15-3950,SNGL FAM SUB,2.386,AC,46600,0,46600,270300,0,316900,45600,0,45600,233800,0,279400,A1,AG/GEN,,,
18045,56-1-0-88-0,6795-93-7942,AG 20-100 AC,27.543,AC,691900,0,691900,131400,0,823300,602100,0,602100,130100,0,732200,RR,RES/RUR,,,
18047,19-1-0-62-D,6830-81-0959,SNGL FAM SUB,2,AC,63800,0,63800,74600,4500,142900,58200,0,58200,63200,4500,125900,A1,AG/GEN,,,
18049,16-1-0-39-F,5890-53-8772,SNGL FAM SUB,4,AC,49600,9300,40300,98100,3600,151300,47000,7700,39300,81300,3700,132000,A1,AG/GEN,,,
18050,20-1-0-68-C1,6840-86-2736,SNGL FAM SUB,6.459,AC,80400,0,80400,419800,4500,504700,79700,0,79700,375300,3800,458800,A1,AG/GEN,,,
18051,58-39-4-A-0,7715-67-7806,Cmn Area/Open Spc,0.183,AC,0,0,0,0,0,0,0,0,0,0,0,0,RPUD,RES/PUD,,,
18052,58-39-4-B-0,7715-67-4844,Cmn Area/Open Spc,0.279,AC,0,0,0,0,0,0,0,0,0,0,0,0,RPUD,RES/PUD,,,
18053,58-39-4-C-0,7715-77-1113,Cmn Area/Open Spc,0.581,AC,0,0,0,0,0,0,0,0,0,0,0,0,RPUD,RES/PUD,,,
18055,58-39-4-1-0,7715-67-7726,SNGL FAM URB,0.599,AC,165500,0,165500,642600,0,808100,165500,0,165500,633300,0,798800,RPUD,RES/PUD,,,
18056,58-39-4-2-0,7715-67-7650,SNGL FAM URB,0.586,AC,165500,0,165500,822100,0,987600,165500,0,165500,824300,0,989800,RPUD,RES/PUD,,,
18057,58-39-4-3-0,7715-67-7476,SNGL FAM URB,0.591,AC,165500,0,165500,857000,0,1022500,165500,0,165500,821100,0,986600,RPUD,RES/PUD,,,
18058,58-39-4-4-0,7715-67-9543,SNGL FAM URB,0.633,AC,165500,0,165500,937700,0,1103200,165500,0,165500,898500,0,1064000,RPUD,RES/PUD,,,
18059,58-39-4-5-0,7715-77-1313,SNGL FAM URB,0.613,AC,165500,0,165500,798900,0,964400,165500,0,165500,814800,0,980300,RPUD,RES/PUD,,,
18060,58-39-4-6-0,7715-77-0129,SNGL FAM URB,1.031,AC,173800,0,173800,811700,0,985500,173800,0,173800,802200,0,976000,RPUD,RES/PUD,,,
18062,58-39-4-7-0,7715-67-8167,SNGL FAM URB,1.526,AC,173800,0,173800,1073900,1500,1249200,173800,0,173800,1030400,2000,1206200,RPUD,RES/PUD,,,
18063,58-39-4-8-0,7715-67-6073,SNGL FAM URB,0.606,AC,165500,0,165500,833800,5100,1004400,165500,0,165500,841000,4500,1011000,RPUD,RES/PUD,,,
18064,58-39-4-9-0,7715-67-6107,SNGL FAM URB,0.543,AC,165500,0,165500,816900,0,982400,165500,0,165500,788900,0,954400,RPUD,RES/PUD,,,
18065,58-39-4-10-0,7715-67-5372,SNGL FAM URB,0.522,AC,165500,0,165500,851100,0,1016600,165500,0,165500,835200,0,1000700,RPUD,RES/PUD,,,
18066,58-39-4-11-0,7715-67-5445,SNGL FAM URB,0.535,AC,165500,0,165500,765800,7900,939200,165500,0,165500,769500,6900,941900,RPUD,RES/PUD,,,
18067,58-39-4-12-0,7715-67-5518,SNGL FAM URB,0.541,AC,165500,0,165500,890200,0,1055700,165500,0,165500,870400,0,1035900,RPUD,RES/PUD,,,
18068,58-39-4-13-0,7715-67-4752,SNGL FAM URB,0.788,AC,165500,0,165500,820800,0,986300,165500,0,165500,781600,0,947100,RPUD,RES/PUD,,,
18069,58-38-5-A-0,7715-69-6057,Cmn Area/Open Spc,0.899,AC,0,0,0,0,0,0,0,0,0,0,0,0,RPUD,RES/PUD,,,
18070,58-38-5-B-0,7715-67-4973,Cmn Area/Open Spc,2.969,AC,0,0,0,0,0,0,0,0,0,0,0,0,RPUD,RES/PUD,,,
18072,58-38-5-1-0,7715-68-8915,SNGL FAM URB,0.671,AC,133800,0,133800,562800,0,696600,131100,0,131100,579300,0,710400,RPUD,RES/PUD,,,
18073,58-38-5-2-0,7715-68-7903,SNGL FAM URB,0.588,AC,133800,0,133800,585300,0,719100,131100,0,131100,601200,0,732300,RPUD,RES/PUD,,,
18074,58-38-5-3-0,7715-68-5973,SNGL FAM URB,0.558,AC,133800,0,133800,561100,0,694900,131100,0,131100,570700,0,701800,RPUD,RES/PUD,,,
18075,58-38-5-4-0,7715-68-4943,SNGL FAM URB,0.696,AC,133800,0,133800,529800,0,663600,131100,0,131100,538100,0,669200,RPUD,RES/PUD,,,
18076,58-38-5-5-0,7715-68-3884,SNGL FAM URB,0.53,AC,133800,0,133800,696700,0,830500,131100,0,131100,707900,0,839000,RPUD,RES/PUD,,,
18077,58-38-5-6-0,7715-68-3724,SNGL FAM URB,0.342,AC,133800,0,133800,572600,0,706400,131100,0,131100,577600,0,708700,RPUD,RES/PUD,,,
18078,58-38-5-7-0,7715-68-2658,SNGL FAM URB,0.35,AC,133800,0,133800,563700,0,697500,131100,0,131100,580300,0,711400,RPUD,RES/PUD,,,
18079,58-38-5-8-0,7715-68-1681,SNGL FAM URB,0.38,AC,133800,0,133800,517900,0,651700,131100,0,131100,533000,0,664100,RPUD,RES/PUD,,,
18080,58-38-5-9-0,7715-68-1524,SNGL FAM URB,0.38,AC,133800,0,133800,533600,0,667400,131100,0,131100,543000,0,674100,RPUD,RES/PUD,,,
18081,58-38-5-10-0,7715-68-0467,SNGL FAM URB,0.379,AC,133800,0,133800,490400,0,624200,131100,0,131100,504300,0,635400,RPUD,RES/PUD,,,
18082,58-38-5-11-0,7715-58-9471,SNGL FAM URB,0.432,AC,133800,0,133800,484800,0,618600,131100,0,131100,498700,0,629800,RPUD,RES/PUD,,,
18083,58-38-5-12-0,7715-58-9207,SNGL FAM URB,0.796,AC,140400,0,140400,542500,0,682900,137700,0,137700,559500,0,697200,RPUD,RES/PUD,,,
18084,58-38-5-13-0,7715-58-9175,SNGL FAM URB,0.938,AC,140400,0,140400,618400,0,758800,137700,0,137700,628200,0,765900,RPUD,RES/PUD,,,
18085,58-38-5-14-0,7715-68-1261,SNGL FAM URB,0.529,AC,140400,0,140400,652800,0,793200,137700,0,137700,658500,0,796200,RPUD,RES/PUD,,,
18086,58-38-5-15-0,7715-68-2312,SNGL FAM URB,0.328,AC,133800,0,133800,529200,0,663000,131100,0,131100,543700,0,674800,RPUD,RES/PUD,,,
18087,58-38-5-16-0,7715-68-2379,SNGL FAM URB,0.322,AC,133800,0,133800,512400,8800,655000,131100,0,131100,513100,9300,653500,RPUD,RES/PUD,,,
18088,58-38-5-17-0,7715-68-3445,SNGL FAM URB,0.352,AC,133800,0,133800,704500,8800,847100,131100,0,131100,713200,9300,853600,RPUD,RES/PUD,,,
18089,58-38-5-18-0,7715-68-4512,SNGL FAM URB,0.384,AC,133800,0,133800,576900,0,710700,131100,0,131100,588000,0,719100,RPUD,RES/PUD,,,
18090,58-38-5-19-0,7715-68-4588,SNGL FAM URB,0.415,AC,133800,0,133800,536500,0,670300,131100,0,131100,533200,0,664300,RPUD,RES/PUD,,,
18091,58-38-5-20-0,7715-68-5628,SNGL FAM URB,0.412,AC,133800,0,133800,486600,0,620400,131100,0,131100,499700,0,630800,RPUD,RES/PUD,,,
18092,58-38-5-21-0,7715-68-6639,SNGL FAM URB,0.414,AC,133800,0,133800,430400,0,564200,131100,0,131100,443600,0,574700,RPUD,RES/PUD,,,
18093,58-38-5-22-0,7715-68-7617,SNGL FAM URB,0.342,AC,133800,0,133800,524400,0,658200,131100,0,131100,538700,0,669800,RPUD,RES/PUD,,,
18094,58-38-5-23-0,7715-68-8652,SNGL FAM URB,0.373,AC,133800,0,133800,587900,0,721700,131100,0,131100,598000,0,729100,RPUD,RES/PUD,,,
18100,58-38-5-29-0,7715-68-3289,SNGL FAM URB,0.402,AC,133800,0,133800,593700,0,727500,131100,0,131100,601600,0,732700,RPUD,RES/PUD,,,
18101,58-38-5-30-0,7715-68-2187,SNGL FAM URB,0.721,AC,140400,0,140400,635400,0,775800,137700,0,137700,639000,0,776700,RPUD,RES/PUD,,,
18102,58-38-5-31-0,7715-68-3015,SNGL FAM URB,0.639,AC,140400,0,140400,612000,0,752400,137700,0,137700,624200,0,761900,RPUD,RES/PUD,,,
18103,58-38-5-32-0,7715-68-5026,SNGL FAM URB,0.418,AC,133800,0,133800,707600,0,841400,131100,0,131100,688200,0,819300,RPUD,RES/PUD,,,
18104,58-38-5-33-0,7715-68-5193,SNGL FAM URB,0.386,AC,133800,0,133800,733500,0,867300,131100,0,131100,739000,0,870100,RPUD,RES/PUD,,,
18105,58-38-5-34-0,7715-68-6250,SNGL FAM URB,0.371,AC,133800,0,133800,526200,0,660000,131100,0,131100,542600,0,673700,RPUD,RES/PUD,,,
18106,58-38-5-35-0,7715-68-7254,SNGL FAM URB,0.359,AC,133800,0,133800,588700,0,722500,131100,0,131100,570200,0,701300,RPUD,RES/PUD,,,
18107,58-38-5-36-0,7715-68-8256,SNGL FAM URB,0.465,AC,133800,0,133800,530400,0,664200,131100,0,131100,542800,0,673900,RPUD,RES/PUD,,,
18108,58-38-5-37-0,7715-68-9350,SNGL FAM URB,0.605,AC,133800,0,133800,411200,0,545000,131100,0,131100,424200,0,555300,RPUD,RES/PUD,,,
18109,58-38-5-38-0,7715-78-0560,SNGL FAM URB,0.548,AC,133800,0,133800,589000,8700,731500,131100,0,131100,584300,9200,724600,RPUD,RES/PUD,,,
18110,58-38-5-39-0,7715-78-0319,SNGL FAM URB,0.52,AC,133800,0,133800,616200,0,750000,131100,0,131100,632500,0,763600,RPUD,RES/PUD,,,
18111,43-1-0-51-A1,6767-97-7059,SNGL FAM SUB,3.099,AC,140000,0,140000,383400,0,523400,125000,0,125000,350600,0,475600,A2,AG/LTD,,,
18112,19-1-0-9-A,6820-89-3323,AG 20-100 AC,20,AC,108700,0,108700,140300,5500,254500,107900,0,107900,108800,5500,222200,A1,AG/GEN,,,
18113,18-6-0-10-A,6820-18-8391,SNGL FAM SUB,2.18,AC,47100,0,47100,276400,0,323500,44500,0,44500,228400,0,272900,A1,AG/GEN,,,
18114,31-3-0-A-1,6778-39-9449,SNGL FAM SUB,9.327,AC,143000,0,143000,98000,8700,249700,127800,0,127800,80900,8700,217400,A2,AG/LTD,,,
18115,56-1-0-52-A,6796-26-9516,SNGL FAM SUB,3.07,AC,116900,0,116900,0,0,116900,104200,0,104200,0,0,104200,A2,AG/LTD,,,
18116,6-15-0-1-0,6823-99-4150,SNGL FAM SUB,2.979,AC,59000,0,59000,502000,16500,577500,57800,0,57800,425700,23000,506500,A1,AG/GEN,,,
18117,6-15-0-2-0,6823-98-6983,SNGL FAM SUB,3.004,AC,59200,0,59200,473200,0,532400,58000,0,58000,401600,0,459600,A1,AG/GEN,,,
18118,6-15-0-3-0,6833-09-0215,SNGL FAM SUB,2.187,AC,52900,0,52900,499200,0,552100,51800,0,51800,423700,0,475500,A1,AG/GEN,,,
18119,6-15-0-4-0,6823-99-8412,SNGL FAM SUB,2.212,AC,53100,0,53100,422700,0,475800,52000,0,52000,360700,0,412700,A1,AG/GEN,,,
18120,6-15-0-5-0,6833-08-2665,AG 20-100 AC,21.006,AC,119000,0,119000,376200,13800,509000,116600,0,116600,321400,11500,449500,A1,AG/GEN,,,
18122,18-4-0-2-B1,6729-18-9563,SNGL FAM SUB,3.43,AC,54500,0,54500,11800,3600,69900,52600,0,52600,13300,4100,70000,A1,AG/GEN,,,
18123,18-4-0-2-B2,6729-08-8549,SNGL FAM SUB,3,AC,52000,0,52000,0,0,52000,49000,0,49000,0,0,49000,A1,AG/GEN,,,
18124,16-1-0-12-A1,5890-68-0588,SNGL FAM SUB,6.38,AC,58200,53300,4900,0,1400,59600,56800,52200,4600,0,1400,58200,A1,AG/GEN,,,
18125,38-1-0-13-B,6707-89-9539,SNGL FAM SUB,2.338,AC,45600,0,45600,0,0,45600,44700,0,44700,0,0,44700,A1,AG/GEN,,,
18271,42-34-F-44-0,6758-40-2453,SNGL FAM SUB,1.5,AC,92000,0,92000,391000,0,483000,80000,0,80000,356900,0,436900,R1,RES/LTD,,,
18272,42-34-F-45-0,6758-40-2271,SNGL FAM SUB,1.5,AC,92000,0,92000,412500,0,504500,80000,0,80000,377300,0,457300,R1,RES/LTD,,,
18273,42-34-F-46-0,6758-40-5323,SNGL FAM SUB,1.517,AC,92000,0,92000,374000,0,466000,80000,0,80000,341600,0,421600,R1,RES/LTD,,,
18274,42-34-F-47-0,6758-40-6621,SNGL FAM SUB,2.591,AC,105800,0,105800,397300,0,503100,92000,0,92000,365300,0,457300,R1,RES/LTD,,,
18275,42-34-F-48-0,6758-40-9512,SNGL FAM SUB,2.527,AC,105800,0,105800,432300,4100,542200,92000,0,92000,395500,2900,490400,R1,RES/LTD,,,
18276,42-34-F-49-0,6758-40-8234,SNGL FAM SUB,1.839,AC,92000,0,92000,424500,65300,581800,80000,0,80000,387900,62500,530400,R1,RES/LTD,,,
18278,42-34-F-C-1,6758-30-6047,Cmn Area/Open Spc,3.849,AC,0,0,0,0,0,0,0,0,0,0,0,0,R1,RES/LTD,,,
18279,42-34-F-C-2,6758-40-8668,Cmn Area/Open Spc,0.427,AC,0,0,0,0,0,0,0,0,0,0,0,0,R1,RES/LTD,,,
18280,20-5-0-F-1A,6840-07-1081,SNGL FAM SUB,10,AC,111200,0,111200,388400,4000,503600,101200,0,101200,323600,2900,427700,RR,RES/RUR,,,
18281,33-1-0-3-B1,6788-95-2758,SNGL FAM SUB,2.287,AC,41000,0,41000,0,0,41000,36500,0,36500,0,0,36500,A2,AG/LTD,,,
18283,32-1-0-80-0,6788-62-9948,SNGL FAM SUB,17.429,AC,267200,258800,8400,0,0,267200,238400,231000,7400,0,0,238400,A2,AG/LTD,,,
18284,5-24-0-B-1,6822-69-3018,SNGL FAM SUB,0.23,AC,900,0,900,0,0,900,900,0,900,0,0,900,A1,AG/GEN,,,
18285,58-1-0-64-A,7716-63-9540,SNGL FAM SUB,0.094,AC,1900,0,1900,0,0,1900,1700,0,1700,0,0,1700,A2,AG/LTD,,,
18286,57-39-0-A-0,7706-70-7363,Cmn Area/Open Spc,62.76,AC,0,0,0,0,0,0,0,0,0,0,0,0,RP,"RURAL,P",,,
18288,57-39-0-1-0,7706-80-7905,SNGL FAM SUB,2.06,AC,241500,0,241500,727100,0,968600,220500,0,220500,664600,0,885100,RP,"RURAL,P",,,
18126,38-1-0-13-C,6707-99-1181,SNGL FAM SUB,2.13,AC,45100,0,45100,0,0,45100,44200,0,44200,0,0,44200,A1,AG/GEN,,,
18129,29-1-0-21-C,6748-34-7587,SNGL FAM SUB,3.156,AC,15100,13600,1500,0,0,15100,13900,12600,1300,0,0,13900,A1,AG/GEN,,,
18130,42-33-E-A-1,6758-40-2960,Cmn Area/Open Spc,11.323,AC,0,0,0,0,0,0,0,0,0,0,0,0,R1,RES/LTD,,,
18132,42-33-E-11-0,6758-61-2825,SNGL FAM SUB,2.418,AC,109200,0,109200,378400,0,487600,94500,0,94500,345600,0,440100,R1,RES/LTD,,,
18133,42-33-E-12-0,6758-61-1557,SNGL FAM SUB,2.228,AC,109200,0,109200,408100,32600,549900,94500,0,94500,372700,28100,495300,R1,RES/LTD,,,
18134,42-33-E-13-0,6758-51-9365,SNGL FAM SUB,2.204,AC,109200,0,109200,436000,0,545200,94500,0,94500,408900,0,503400,R1,RES/LTD,,,
18135,42-33-E-14-0,6758-51-7284,SNGL FAM SUB,2.228,AC,124800,0,124800,446000,0,570800,108000,0,108000,420500,0,528500,R1,RES/LTD,,,
18136,42-33-E-15-0,6758-51-5225,SNGL FAM SUB,2.018,AC,124800,0,124800,506500,0,631300,108000,0,108000,478400,0,586400,R1,RES/LTD,,,
18137,42-33-E-16-0,6758-51-2274,SNGL FAM SUB,2.513,AC,124800,0,124800,468000,36800,629600,108000,0,108000,438100,33100,579200,R1,RES/LTD,,,
18138,42-33-E-17-0,6758-41-9294,SNGL FAM SUB,2.779,AC,124800,0,124800,577000,0,701800,108000,0,108000,541200,0,649200,R1,RES/LTD,,,
18139,42-33-E-18-0,6758-41-3186,SNGL FAM SUB,4.207,AC,130000,0,130000,345900,0,475900,112500,0,112500,316900,0,429400,R1,RES/LTD,,,
18140,42-33-E-19-0,6758-41-3479,SNGL FAM SUB,5.45,AC,130000,0,130000,517500,1000,648500,112500,0,112500,468100,800,581400,R1,RES/LTD,,,
18141,42-33-E-20-0,6758-41-5717,SNGL FAM SUB,5.036,AC,130000,0,130000,480400,1200,611600,112500,0,112500,439300,1300,553100,R1,RES/LTD,,,
18142,42-33-E-21-0,6758-41-9741,SNGL FAM SUB,3.054,AC,124800,0,124800,404700,59100,588600,108000,0,108000,369100,54400,531500,R1,RES/LTD,,,
18143,42-33-E-22-0,6758-51-2790,SNGL FAM SUB,3.02,AC,124800,0,124800,327600,109200,561600,108000,0,108000,299500,96300,503800,R1,RES/LTD,,,
18144,42-33-E-23-0,6758-51-6695,SNGL FAM SUB,3.103,AC,124800,0,124800,347500,500,472800,108000,0,108000,318100,500,426600,R1,RES/LTD,,,
18145,42-33-E-24-0,6758-51-8915,SNGL FAM SUB,3.035,AC,124800,0,124800,391900,1200,517900,108000,0,108000,357800,1300,467100,R1,RES/LTD,,,
18146,42-33-E-25-0,6758-62-1296,SNGL FAM SUB,3.311,AC,124800,0,124800,403100,0,527900,108000,0,108000,367600,0,475600,R1,RES/LTD,,,
18147,42-33-E-26-0,6758-62-5240,SNGL FAM SUB,3.1,AC,124800,0,124800,390600,34100,549500,108000,0,108000,357500,32300,497800,R1,RES/LTD,,,
18149,11-1-0-58-0,6821-23-1638,General Gov,11.387,AC,102300,0,102300,0,203700,306000,99100,0,99100,0,155100,254200,A1,AG/GEN,,,
18151,48-2-C-12-0,7726-57-8698,SNGL FAM SUB,0.585,AC,130000,0,130000,380300,0,510300,117000,0,117000,367600,0,484600,R1,RES/LTD,,,
18152,48-2-C-11-0,7726-57-9778,SNGL FAM SUB,0.56,AC,130000,0,130000,449400,0,579400,117000,0,117000,437900,0,554900,R1,RES/LTD,,,
